Newcastle Utd,31,38.0,,,,,,,,,,,,,,,,,,,,,,31,25.4,,38,418,3420,38.0,1.13,,2.03,1.05,0.08,0.08,,,,,,,,,1.95,,1.13,,3.95,,,3.95,,0.27,,,0.08,0.08,,,,,,,,,,,,,,,,38,11.0,3420,,1.71,4.68,2.97,63.5,0.24,0.26,0.5,0.21,21.1,,,,,,,,,,,,,,,,,,,,25.4,38,3420,90,100,38.0,,,2.84,0,4.18,0.97,1.16,1.71,-0.55,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,31,38.0,,,,,,,,,,,,,,46.6,0.89,0.0,0.0,,,1.71,,0.0,0.0,,419.0,,,,
Norwich City,28,38.0,,,,,,,,,,,,,,,,,,,,,,28,27.7,,38,418,3420,38.0,1.0,,1.71,0.97,0.03,0.03,,,,,,,,,1.68,,1.0,,3.42,,,3.42,,0.28,,,0.03,0.03,,,,,,,,,,,,,,,,38,11.0,3420,,1.76,4.34,2.58,59.4,0.24,0.18,0.58,0.13,13.2,,,,,,,,,,,,,,,,,,,,27.7,38,3420,90,100,38.0,,,2.79,0,4.21,0.89,1.03,1.76,-0.74,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,28,38.0,,,,,,,,,,,,,,46.0,0.71,0.0,0.0,,,1.76,,0.0,0.0,,431.0,,,,
Southampton,26,38.0,,,,,,,,,,,,,,,,,,,,,,26,26.4,,38,418,3420,38.0,1.53,,2.71,1.45,0.08,0.11,,,,,,,,,2.63,,1.53,,4.34,,,4.34,,0.33,,,0.08,0.11,,,,,,,,,,,,,,,,38,11.0,3420,,1.08,3.5,2.42,69.2,0.47,0.24,0.29,0.32,31.6,,,,,,,,,,,,,,,,,,,,26.4,38,3420,90,100,38.0,,,2.92,0,4.08,1.66,1.55,1.08,0.47,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,26,38.0,,,,,,,,,,,,,,49.2,1.18,0.0,0.0,,,1.08,,0.0,0.0,,417.0,,,,
Stoke City,27,38.0,,,,,,,,,,,,,,,,,,,,,,27,27.4,,38,418,3420,38.0,1.05,,1.82,0.92,0.13,0.13,,,,,,,,,1.68,,1.05,,3.34,,,3.34,,0.28,,,0.13,0.13,,,,,,,,,,,,,,,,38,11.0,3420,,1.45,4.61,3.16,68.6,0.37,0.24,0.39,0.26,26.3,,,,,,,,,,,,,,,,,,,,27.4,38,3420,90,100,38.0,,,2.82,0,4.18,1.34,1.08,1.45,-0.37,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,27,38.0,,,,,,,,,,,,,,49.7,0.76,0.0,0.0,,,1.45,,0.0,0.0,,420.0,,,,
Sunderland,31,38.0,,,,,,,,,,,,,,,,,,,,,,31,27.3,,38,418,3420,38.0,1.16,,1.95,1.08,0.08,0.08,,,,,,,,,1.87,,1.16,,4.55,,,4.55,,0.24,,,0.08,0.08,,,,,,,,,,,,,,,,38,11.0,3420,,1.63,5.61,3.97,70.9,0.24,0.32,0.45,0.18,18.4,,,,,,,,,,,,,,,,,,,,27.3,38,3420,90,100,38.0,,,2.76,0,4.24,1.03,1.26,1.63,-0.37,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,31,38.0,,,,,,,,,,,,,,41.0,0.79,0.0,0.0,,,1.63,,0.0,0.0,,484.0,,,,
Swansea City,27,38.0,,,,,,,,,,,,,,,,,,,,,,27,27.6,,38,418,3420,38.0,1.08,,1.74,0.95,0.13,0.13,,,,,,,,,1.61,,1.08,,3.55,,,3.55,,0.27,,,0.13,0.13,,,,,,,,,,,,,,,,38,11.0,3420,,1.37,4.34,2.97,68.5,0.32,0.29,0.39,0.24,23.7,,,,,,,,,,,,,,,,,,,,27.6,38,3420,90,100,38.0,,,2.87,0,4.13,1.24,1.11,1.37,-0.26,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,27,38.0,,,,,,,,,,,,,,52.5,0.66,0.0,0.0,,,1.37,,0.0,0.0,,392.0,,,,
Tottenham,24,38.0,,,,,,,,,,,,,,,,,,,,,,24,24.5,,38,418,3420,38.0,1.79,,3.11,1.66,0.13,0.13,,,,,,,,,2.97,,1.79,,6.58,,,6.58,,0.25,,,0.13,0.13,,,,,,,,,,,,,,,,38,11.0,3420,,0.92,3.18,2.26,71.1,0.5,0.34,0.16,0.34,34.2,,,,,,,,,,,,,,,,,,,,24.5,38,3420,90,100,38.0,,,2.79,0,4.21,1.84,1.82,0.92,0.89,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,24,38.0,,,,,,,,,,,,,,57.4,1.32,0.0,0.0,,,0.92,,0.0,0.0,,451.0,,,,
Watford,25,38.0,,,,,,,,,,,,,,,,,,,,,,25,28.2,,38,418,3420,38.0,1.0,,1.47,0.84,0.16,0.18,,,,,,,,,1.32,,1.0,,3.66,,,3.66,,0.23,,,0.16,0.18,,,,,,,,,,,,,,,,38,11.0,3420,,1.32,3.24,1.92,59.3,0.32,0.24,0.45,0.29,28.9,,,,,,,,,,,,,,,,,,,,28.2,38,3420,90,100,38.0,,,2.68,0,4.32,1.18,1.05,1.32,-0.26,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,25,38.0,,,,,,,,,,,,,,45.1,0.47,0.0,0.0,,,1.32,,0.0,0.0,,455.0,,,,
West Brom,28,38.0,,,,,,,,,,,,,,,,,,,,,,28,29.1,,38,418,3420,38.0,0.84,,1.5,0.82,0.03,0.13,,,,,,,,,1.47,,0.84,,2.84,,,2.84,,0.29,,,0.03,0.13,,,,,,,,,,,,,,,,38,11.0,3420,,1.26,4.08,2.82,69.0,0.26,0.34,0.39,0.29,28.9,,,,,,,,,,,,,,,,,,,,29.1,38,3420,90,100,38.0,,,2.66,0,4.37,1.13,0.89,1.26,-0.37,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,28,38.0,,,,,,,,,,,,,,39.8,0.66,0.0,0.0,,,1.26,,0.0,0.0,,400.0,,,,
West Ham,28,38.0,,,,,,,,,,,,,,,,,,,,,,28,26.6,,38,418,3420,38.0,1.68,,2.68,1.58,0.11,0.11,,,,,,,,,2.58,,1.68,,4.89,,,4.89,,0.32,,,0.11,0.11,,,,,,,,,,,,,,,,38,11.0,3420,,1.34,4.26,2.92,68.5,0.42,0.37,0.21,0.29,28.9,,,,,,,,,,,,,,,,,,,,26.6,38,3420,90,100,38.0,,,2.92,0,4.08,1.63,1.71,1.34,0.37,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,28,38.0,,,,,,,,,,,,,,48.4,1.0,0.0,0.0,,,1.34,,0.0,0.0,,381.0,,,,
